index,steam_en_offset,steam_en_va,estore_en_offset,estore_de_offset,en_text,de_text,de_bytes_hex,confidence,method,delta,length,type
653,0x524B60,0x53C160,0x525760,0x59C058,Sg[56]k [17]   ,,FFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x768F8,12,DEF
654,0x524B6C,0x53C16C,0x52576C,0x59C054,Sg[56]k [18]   ,2   ,02000000FFFFFFFFFFFFFFFF,LOW,nearby_search,0x768E8,12,DEF
655,0x524B78,0x53C178,0x525778,0x59C050,Sg[56]k [19]   ,2   2   ,0200000002000000FFFFFFFF,LOW,nearby_search,0x768D8,12,DEF
656,0x524B84,0x53C184,0x525784,0x59C05C,Sg[56]k [11][10],,FFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x768D8,12,DEF
657,0x524BF0,0x53C1F0,0x5257F0,0x59D150,Lk[56]kr,Lk[56]kr,2C4556454CFF0000,HIGH,exact_match,0x77960,8,DEF
658,0x5552C0,0x56C8C0,0x555EC0,0x5499D8,PPGPPBPPP       ,PPGPPBPPP       ,30302730302230303000000000000000,HIGH,exact_match,,16,DEF
659,0x5552D0,0x56C8D0,0x555ED0,0x5499E8,MMGMMBMMM       ,MMGMMBMMM       ,2D2D272D2D222D2D2D00000000000000,HIGH,exact_match,,16,DEF
660,0x555410,0x56CA10,0x556010,0x5CC228,iu[55]xyk[20]g[20]xkiuxj , [B9][C5],00B9C5FFFFFF8BFF8D8C3107010000E8,LOW,nearby_search,0x76218,16,DEF
661,0x555420,0x56CA20,0x556020,0x5499D8,PPGPPBPPP       ,PPGPPBPPP       ,30302730302230303000000000000000,HIGH,exact_match,,16,DEF
662,0x555430,0x56CA30,0x556030,0x5499E8,MMGMMBMM,MMGMMBMM,2D2D272D2D222D2D,HIGH,exact_match,,8,DEF
663,0x5557A0,0x56CDA0,0x5563A0,0x5CC228,hkyz    D[20][20][20], [B9][C5],00B9C5FFFFFF8BFF8D8C3107,LOW,nearby_search,0x75E88,12,DEF
664,0x5557B0,0x56CDB0,0x5563B0,0x5CC228,iutzot[55]k, [B9][C5],00B9C5FFFFFF8BFF,LOW,nearby_search,0x75E78,8,DEF
665,0x5557BC,0x56CDBC,0x5563BC,0x5CC224,xkzx[59]   ,[F0][83][65][FC] [B9][C5],F08365FC00B9C5FF,LOW,nearby_search,0x75E68,8,DEF
666,0x5557C4,0x56CDC4,0x5563C4,0x5CC22C,k[58]oz    ,,FFFF8BFF8D8C3107,LOW,nearby_search,0x75E68,8,DEF
667,0x5557CC,0x56CDCC,0x5563CC,0x5CC224,uvzout  iutz,[F0][83][65][FC] [B9][C5],F08365FC00B9C5FFFFFF8BFF,LOW,nearby_search,0x75E58,12,DEF
668,0x5557D4,0x56CDD4,0x5563D4,0x5CC22C,iutzot[55]k,,FFFF8BFF8D8C3107,LOW,nearby_search,0x75E58,8,DEF
669,0x5557E0,0x56CDE0,0x5563E0,0x5CC228,xkzx[59]   , [B9][C5],00B9C5FFFFFF8BFF,LOW,nearby_search,0x75E48,8,DEF
670,0x5557E8,0x56CDE8,0x5563E8,0x5CC270,k[58]oz    ,a[83][E2],3B83E2FFEBF75383,LOW,nearby_search,0x75E88,8,DEF
671,0x5557F0,0x56CDF0,0x5563F0,0x5CC228,mnuyz   , [B9][C5],00B9C5FFFFFF8BFF,LOW,nearby_search,0x75E38,8,DEF
672,0x5557F8,0x56CDF8,0x5563F8,0x50D405,y[55]xl,y[55]xl,53555246,HIGH,exact_match,,4,DEF
673,0x555800,0x56CE00,0x556400,0x5CC228,ull hugx, [B9][C5],00B9C5FFFFFF8BFF,LOW,nearby_search,0x75E28,8,DEF
674,0x555804,0x56CE04,0x556404,0x549F20,hugxj   ,hugxj   ,424F415244000000,HIGH,exact_match,,8,DEF
675,0x55580C,0x56CE0C,0x55640C,0x5CC224,yrkomn  ,[F0][83][65][FC] [B9][C5],F08365FC00B9C5FF,LOW,nearby_search,0x75E18,8,DEF
676,0x555814,0x56CE14,0x556414,0x549F34,e[20]e[20]e   ,e[20]e[20]e   ,3F203F203F000000,HIGH,exact_match,,8,DEF
677,0x55581C,0x56CE1C,0x55641C,0x55B990,ytu[57]    ,ytu[57]    ,534E4F5700000000,HIGH,exact_match,0x5574,8,DEF
678,0x555824,0x56CE24,0x556424,0x5CC22C,inkiqkj zx[59][20],,FFFF8BFF8D8C3107010000E8,LOW,nearby_search,0x75E08,12,DEF
679,0x555838,0x56CE38,0x556438,0x5CD080,k[58]oz    ,D[10][83][C7]4[66],241083C70466FF4C,MEDIUM,regional_delta,0x76C48,8,DEF
680,0x555848,0x56CE48,0x556448,0x5CC220,zkintow[55]k   ,[8B][F1][89][75][F0][83][65][FC] [B9][C5,8BF18975F08365FC00B9C5FF,LOW,nearby_search,0x75DD8,12,DEF
681,0x555854,0x56CE54,0x556454,0x5CC22C,zosk    ,,FFFF8BFF8D8C3107,LOW,nearby_search,0x75DD8,8,DEF
682,0x55585C,0x56CE5C,0x55645C,0x5CD0A4,hgrruut ,,FFE4908B7C24088B,MEDIUM,regional_delta,0x76C48,8,DEF
683,0x555864,0x56CE64,0x556464,0x5CC22C,zuzgr   ,,FFFF8BFF8D8C3107,LOW,nearby_search,0x75DC8,8,DEF
684,0x55586C,0x56CE6C,0x55646C,0x5CC224,hkyz    ,[F0][83][65][FC] [B9][C5],F08365FC00B9C5FF,LOW,nearby_search,0x75DB8,8,DEF
685,0x555874,0x56CE74,0x556474,0x549F94,OSP[20]vzyN    ,OSP[20]vzyN    ,2F3330205054532E00000000,HIGH,exact_match,,12,DEF
686,0x555880,0x56CE80,0x556480,0x549F94,OSP[20]vzyN    ,OSP[20]vzyN    ,2F3330205054532E00000000,HIGH,exact_match,,12,DEF
687,0x55588C,0x56CE8C,0x55648C,0x549FAC,OTP[20]vzyN    ,OTP[20]vzyN    ,2F3430205054532E00000000,HIGH,exact_match,,12,RGB
688,0x555898,0x56CE98,0x556498,0x549FB8,OC[20]vzyN ,OC[20]vzyN ,2F23205054532E00,HIGH,exact_match,,8,RGB
689,0x5558A0,0x56CEA0,0x5564A0,0x549FB8,OC[20]vzyN ,OC[20]vzyN ,2F23205054532E00,HIGH,exact_match,,8,RGB
690,0x5558AC,0x56CEAC,0x5564AC,0x5CD0F4,QyzN    ,[90][83][C3]4[66],9083C30466FF4C24,MEDIUM,regional_delta,0x76C48,8,RGB
691,0x5558B4,0x56CEB4,0x5564B4,0x5CC22C,RtjN    ,,FFFF8BFF8D8C3107,LOW,nearby_search,0x75D78,8,RGB
692,0x5558BC,0x56CEBC,0x5564BC,0x5CC224,SxjN    ,[F0][83][65][FC] [B9][C5],F08365FC00B9C5FF,LOW,nearby_search,0x75D68,8,RGB
693,0x5558C4,0x56CEC4,0x5564C4,0x5CC22C,TznN    ,,FFFF8BFF8D8C3107,LOW,nearby_search,0x75D68,8,RGB
694,0x5558CC,0x56CECC,0x5564CC,0x5CC224,UznN    ,[F0][83][65][FC] [B9][C5],F08365FC00B9C5FF,LOW,nearby_search,0x75D58,8,RGB
695,0x57B2A8,0x5928A8,0x57BEA8,0x56F9C0,TEIOH,TEIOH,3425292F28FFFFFF1600000012010500,HIGH,exact_match,,16,FFPADDED
696,0x57B3D0,0x5929D0,0x57BFD0,0x5F2C18,Svxotz Snuky,4D[C2]4 [F8],0424C20400F8FF7424049DEBF5C0559D,MEDIUM,regional_delta,0x76C48,16,DEF
697,0x57B3E0,0x5929E0,0x57BFE0,0x5F2C28,Cu[55]tzkx,[F7]k[10][FD],F74510FDFFFFFF9C9C83EC24C7442420,MEDIUM,regional_delta,0x76C48,16,DEF
698,0x57B3F0,0x5929F0,0x57BFF0,0x5F1C58,Mgmoi Cu[55]tzkx,jD[20]4[66],4424200466FF4C241C87DB75E98B6C24,LOW,nearby_search,0x75C68,16,DEF
699,0x57B400,0x592A00,0x57C000,0x5F1C58,Pxkiou[55]y Wgzin,jD[20]4[66],4424200466FF4C241C87DB75E98B6C24,LOW,nearby_search,0x75C58,16,DEF
700,0x57B410,0x592A10,0x57C010,0x5F2C58,Eznkx,I1[6C]D[20][83][C1]4[66],29016C242083C10466FF4C241C75EF50,MEDIUM,regional_delta,0x76C48,16,DEF
701,0x57B420,0x592A20,0x57C020,0x5F1C88,Hkxu Dxotq, [B8]C[C9][EB][F8][AF][83]s[FC],00B823C9EBF8AF834DFCFF8B0C248D64,LOW,nearby_search,0x75C68,16,DEF
702,0x57B430,0x592A30,0x57C030,0x5F1C88,Burz Pr[55]sk, [B8]C[C9][EB][F8][AF][83]s[FC],00B823C9EBF8AF834DFCFF8B0C248D64,LOW,nearby_search,0x75C58,16,DEF
703,0x57B440,0x592A40,0x57C040,0x5F1C88,Ero[58]ox, [B8]C[C9][EB][F8][AF][83]s[FC],00B823C9EBF8AF834DFCFF8B0C248D64,LOW,nearby_search,0x75C48,16,DEF
704,0x57B450,0x592A50,0x57C050,0x5F1CE8,Foxk Fgtm,[87][EB][FA]Y[1D][18][89][BF]1[BF][6D][F,87EBFA391D1889BF01BF6DFEFFFF908B,LOW,nearby_search,0x75C98,16,DEF
705,0x57B460,0x592A60,0x57C060,0x5F1CE8,Atzgxizoi Wotj,[87][EB][FA]Y[1D][18][89][BF]1[BF][6D][F,87EBFA391D1889BF01BF6DFEFFFF908B,LOW,nearby_search,0x75C88,16,DEF
706,0x57B470,0x592A70,0x57C070,0x5F1CE8,Puzout,[87][EB][FA]Y[1D][18][89][BF]1[BF][6D][F,87EBFA391D1889BF01BF6DFEFFFF908B,LOW,nearby_search,0x75C78,16,DEF
707,0x57B480,0x592A80,0x57C080,0x5F2CC8,Pnukto[58] Du[57]t,D[63][8D][FA][B9][C1][E2] [81]4D[C2]4 m,24638DFAB9C1E200810424C2040047FF,MEDIUM,regional_delta,0x76C48,16,DEF
708,0x57B490,0x592A90,0x57C090,0x5F1CE8,H[59]vkx,[87][EB][FA]Y[1D][18][89][BF]1[BF][6D][F,87EBFA391D1889BF01BF6DFEFFFF908B,LOW,nearby_search,0x75C58,16,DEF
709,0x57B4A0,0x592AA0,0x57C0A0,0x5F1CE8,Txgtw[55]oro[5A]kx,[87][EB][FA]Y[1D][18][89][BF]1[BF][6D][F,87EBFA391D1889BF01BF6DFEFFFF908B,LOW,nearby_search,0x75C48,16,DEF
710,0x57B4B0,0x592AB0,0x57C0B0,0x5F1D28,Cgz7y Bkrr,[C2]4 [89],C2040089FF7424049DEBF5A29D83FFFF,LOW,nearby_search,0x75C78,16,DEF
711,0x57B4C0,0x592AC0,0x57C0C0,0x5F2D08,Etks[59] A[57]g[59],D4[90][90][8B][11]1zD[10][83][C1]4[66],240490908B110154241083C10466FF4C,MEDIUM,regional_delta,0x76C48,16,DEF
712,0x57B4D0,0x592AD0,0x57C0D0,0x5F1D28,Stkgq Azzgiq,[C2]4 [89],C2040089FF7424049DEBF5A29D83FFFF,LOW,nearby_search,0x75C58,16,DEF
713,0x57B4E0,0x592AE0,0x57C0E0,0x5F1D28,Cnuiuhxgikrkz,[C2]4 [89],C2040089FF7424049DEBF5A29D83FFFF,LOW,nearby_search,0x75C48,16,DEF
714,0x57B4F0,0x592AF0,0x57C0F0,0x5F1D58,S[57]olz Burz,[18][6D][FA][C6][90][81]4D[C2]4 Z,186DFAC690810424C204003AFF742404,LOW,nearby_search,0x75C68,16,DEF
715,0x57B500,0x592B00,0x57C100,0x5F1D58,Foxk Vkor,[18][6D][FA][C6][90][81]4D[C2]4 Z,186DFAC690810424C204003AFF742404,LOW,nearby_search,0x75C58,16,DEF
716,0x57B510,0x592B10,0x57C110,0x5F1D58,Mkmgro[58]ox,[18][6D][FA][C6][90][81]4D[C2]4 Z,186DFAC690810424C204003AFF742404,LOW,nearby_search,0x75C48,16,DEF
717,0x57B520,0x592B20,0x57C120,0x5F2D68,T[55]xhu Eznkx,T[0F][AC][ED] [C1][F9] [81]4D[C2]4 [CC],340FACED00C1F900810424C20400CCFF,MEDIUM,regional_delta,0x76C48,16,DEF
718,0x57B530,0x592B30,0x57C130,0x5F2D78,Ho[0D]Puzout,[74]D4[9D][EB][F5][97][8D][9D][83],7424049DEBF5978D9D83FFFF9C9C83EC,MEDIUM,regional_delta,0x76C48,16,DEF
719,0x57B540,0x592B40,0x57C140,0x5F1DD8,Iik Cx[59]yzgr,[6D] S[C5][83]jD[1C]4[66],6D0033C58344241C0466FF4C241887DB,LOW,nearby_search,0x75C98,16,DEF
720,0x57B658,0x592C58,0x57C258,0x5F1EF0,SAM    ,[83][C1]4[EB] [66],83C104EB0066FF,LOW,nearby_search,0x75C98,7,ZEROTERM
721,0x57B65F,0x592C5F,0x57C25F,0x5F1EB7,ELEN   , [D3],00D3FF7424049D,LOW,nearby_search,0x75C58,7,ZEROTERM
722,0x57B666,0x592C66,0x57C266,0x5F1F2E,BLUES  ,[9D][BE][0F],9DBE0FFFFFFF8B,LOW,nearby_search,0x75CC8,7,ZEROTERM
723,0x57B66D,0x592C6D,0x57C26D,0x56FDA0,TOM    ,TOM    ,342F2D00000000,HIGH,exact_match,,7,ZEROTERM
724,0x57B674,0x592C74,0x57C274,0x5F1F1C,JOHN   ,[EB],EBFFD0908B4C24,LOW,nearby_search,0x75CA8,7,ZEROTERM
725,0x57B67B,0x592C7B,0x57C27B,0x5F1EF3,GARY   ,[EB] [66],EB0066FF4C2410,LOW,nearby_search,0x75C78,7,ZEROTERM
726,0x57B682,0x592C82,0x57C282,0x56FDB8,MIKE   ,MIKE   ,2D292B25000000,HIGH,exact_match,,7,ZEROTERM
727,0x57B689,0x592C89,0x57C289,0x56FDC0,SANDY  ,SANDY  ,33212E24390000,HIGH,exact_match,,7,ZEROTERM
728,0x57B690,0x592C90,0x57C290,0x5F1F18,JU     ,TD[10][58][EB],34241058EBFFD0,LOW,nearby_search,0x75C88,7,ZEROTERM
729,0x57B697,0x592C97,0x57C297,0x5F1F2F,LY     ,[BE][0F],BE0FFFFFFF8BB4,LOW,nearby_search,0x75C98,7,ZEROTERM
730,0x57B69E,0x592C9E,0x57C29E,0x5F1EF6,JOEL   ,,FF4C241075EBC1,LOW,nearby_search,0x75C58,7,ZEROTERM
731,0x57B6A5,0x592CA5,0x57C2A5,0x5F1F1D,GREY   ,,FFD0908B4C240C,LOW,nearby_search,0x75C78,7,ZEROTERM
732,0x57B6AC,0x592CAC,0x57C2AC,0x5F1EF4,EDWARD , [66],0066FF4C241075,LOW,nearby_search,0x75C48,7,ZEROTERM
733,0x57B6B3,0x592CB3,0x57C2B3,0x5F1F1B,JAMES  ,[58][EB],58EBFFD0908B4C,LOW,nearby_search,0x75C68,7,ZEROTERM
734,0x57B6BA,0x592CBA,0x57C2BA,0x5F1F32,HARVEY ,,FFFF8BB42E0D01,LOW,nearby_search,0x75C78,7,ZEROTERM
735,0x57B6C1,0x592CC1,0x57C2C1,0x5F1F19,DAN    ,D[10][58][EB],241058EBFFD090,LOW,nearby_search,0x75C58,7,ZEROTERM
736,0x57B6C8,0x592CC8,0x57C2C8,0x5F1F30,RUDY   ,[0F],0FFFFFFF8BB42E,LOW,nearby_search,0x75C68,7,ZEROTERM
737,0x57B6CF,0x592CCF,0x57C2CF,0x5F2F17,GRAHAM , [D7],00D7FF7424049D,MEDIUM,regional_delta,0x76C48,7,ZEROTERM
738,0x57B6D6,0x592CD6,0x57C2D6,0x5F1F2E,FOX    ,[9D][BE][0F],9DBE0FFFFFFF8B,LOW,nearby_search,0x75C58,7,ZEROTERM
739,0x57B6DD,0x592CDD,0x57C2DD,0x5F1FE5,CLIVE  , [92],0092FF7424049D,LOW,nearby_search,0x75D08,7,ZEROTERM
740,0x57B6E4,0x592CE4,0x57C2E4,0x5F1F2C,SEAN   ,[C4][18][9D][BE][0F],C4189DBE0FFFFF,LOW,nearby_search,0x75C48,7,ZEROTERM
741,0x57B6EB,0x592CEB,0x57C2EB,0x5F1F33,YOUNG  ,,FF8BB42E0D0100,LOW,nearby_search,0x75C48,7,ZEROTERM
742,0x57B6F2,0x592CF2,0x57C2F2,0x56FE30,ROBIN  ,ROBIN  ,322F22292E0000,HIGH,exact_match,,7,ZEROTERM
743,0x57B6F9,0x592CF9,0x57C2F9,0x5F1F71,DARIO  ,4[66],0466FF4C241C75,LOW,nearby_search,0x75C78,7,ZEROTERM
744,0x57B700,0x592D00,0x57C300,,K      ,,,NONE,padding_only,,7,ZEROTERM
745,0x57B707,0x592D07,0x57C307,0x5F1F6F,ARL    ,[83][C2]4[66],83C20466FF4C24,LOW,nearby_search,0x75C68,7,ZEROTERM
746,0x57B70E,0x592D0E,0x57C30E,0x5F1FE6,SARA   ,[92],92FF7424049DEB,LOW,nearby_search,0x75CD8,7,ZEROTERM
747,0x57B715,0x592D15,0x57C315,0x56FE50,MARIE  ,MARIE  ,2D213229250000,HIGH,exact_match,,7,ZEROTERM
748,0x57B71C,0x592D1C,0x57C31C,0x56FE58,SAMMY  ,SAMMY  ,33212D2D390000,HIGH,exact_match,,7,ZEROTERM
749,0x57B723,0x592D23,0x57C323,0x5F208B,LIA    ,[83][E6],83E6FFFF342481,LOW,nearby_search,0x75D68,7,ZEROTERM
750,0x57B72A,0x592D2A,0x57C32A,0x5F1F72,KNIGHT ,[66],66FF4C241C75EC,LOW,nearby_search,0x75C48,7,ZEROTERM
751,0x57B731,0x592D31,0x57C331,0x56FE70,PAULA  ,PAULA  ,3021352C210000,HIGH,exact_match,,7,ZEROTERM
752,0x57B738,0x592D38,0x57C338,0x5F2030,PAU    ,[D7]C,D723FFEBF884C0,LOW,nearby_search,0x75CF8,7,ZEROTERM
753,0x57B73F,0x592D3F,0x57C33F,0x5F1FE7,LE     ,,FF7424049DEBF5,LOW,nearby_search,0x75CA8,7,ZEROTERM
754,0x57B746,0x592D46,0x57C346,0x56FDB0,PETER  ,PETER  ,30253425320000,HIGH,exact_match,,7,ZEROTERM
755,0x57B74D,0x592D4D,0x57C34D,0x5F1FE5,AIMEE  , [92],0092FF7424049D,LOW,nearby_search,0x75C98,7,ZEROTERM
756,0x57B754,0x592D54,0x57C354,0x5F202C,TERRY  ,4[C2]4 [D7]C,04C20400D723FF,LOW,nearby_search,0x75CD8,7,ZEROTERM
757,0x57B75B,0x592D5B,0x57C35B,0x56FE98,ANDY   ,ANDY   ,212E2439000000,HIGH,exact_match,,7,ZEROTERM
758,0x57B762,0x592D62,0x57C362,0x5F200A,NANCY  ,,FF3424812C2437,LOW,nearby_search,0x75CA8,7,ZEROTERM
759,0x57B769,0x592D69,0x57C369,0x56FEA8,TIM    ,TIM    ,34292D00000000,HIGH,exact_match,,7,ZEROTERM
760,0x57B770,0x592D70,0x57C370,0x5F2008,ROBER  ,  ,0000FF3424812C,LOW,nearby_search,0x75C98,7,ZEROTERM
761,0x57B777,0x592D77,0x57C377,,T      ,,,NONE,padding_only,,7,ZEROTERM
762,0x57B77E,0x592D7E,0x57C37E,0x5F1FE6,GEORGE ,[92],92FF7424049DEB,LOW,nearby_search,0x75C68,7,ZEROTERM
763,0x57B785,0x592D85,0x57C385,0x56FE28,JENNY  ,JENNY  ,2A252E2E390000,HIGH,exact_match,,7,ZEROTERM
764,0x57B78C,0x592D8C,0x57C38C,0x5F2FD4,RICA   ,LD[91]   ,2C2491000000FF,MEDIUM,regional_delta,0x76C48,7,ZEROTERM
765,0x57B793,0x592D93,0x57C393,0x56FDC8,JULIA  ,JULIA  ,2A352C29210000,HIGH,exact_match,,7,ZEROTERM
